Location,CEH_Code,code,Sampling_date_yyyymmdd,Latitude,Longitude,Sample_type,Dry_matter_biomass_g,Soil_texture_upper,Soil_pH_upper,Depth_upper_soil_layer,LOI_upper_soil_layer,Upper_bulk_density,Cs137_bqm2_upper ,Cs134_bqm2_upper ,Cs137_bqkg_DM_upper ,Cs134_bqkg_DM_upper ,Ru106_bqkg_DM_upper ,Ru103_bqkg_DM_upper ,K40_bqkg_DM_upper ,Soil_texture_lower,Soil_pH_lower_soil,Depth_lower_soil,LOI_lower_soil,Lower_bulk_density,Cs137_bqkg_DM_lower,Cs134_bqkg_DM_lower,K40_bqkg_DM_lower,Cs137_bqkg_DM_veg,Cs134_bqkg_DM_veg,Ru106_bqkg_DM_veg,K40_bqkg_DM_veg,Cs137_bqkg_gut_contents,Cs134_bqkg_gut_contents,K40_bqkg_gut_contents,Fresh_weight_veg_g,Dry_weight_veg_g,Cs137_bqkg_fresh_flesh,Cs134_bqkg_fresh_flesh,K40_bqkg_fresh_flesh,Fresh_weight_flesh_g,Age_of_wildlife,Habitat,Sex,Cs137_bqkg_dry_gut_contents,Cs134_bqkg_dry_gut_contents,K40_bqkg_dry_gut_contents
United_Kingdom,C0417G1,C0417G,1/6/1986,54.54757949,-2.403442105,Grass,179,,,,,,,,,,,,,,,,,,,,,2123.6,,,,,,,,,,,,,,,,,,
United_Kingdom,C0418G1,C0418G,1/6/1986,54.29504195,-2.616067144,Grass,80,,,,,,,,,,,,,,,,,,,,,1561.1,,,,,,,,,,,,,,,,,,
United_Kingdom,C0419G1,C0419G,1/6/1986,54.27462266,-2.984328436,Grass,126,,,,,,,,,,,,,,,,,,,,,1240,,,,,,,,,,,,,,,,,,
United_Kingdom,C0420G1,C0420G,1/6/1986,54.30798948,-3.261781076,Grass,144,,,,,,,,,,,,,,,,,,,,,10370.7,,,,,,,,,,,,,,,,,,
United_Kingdom,C0501G1,C0501G,1/6/1986,54.23213481,-2.615129528,Grass,244,,,,,,,,,,,,,,,,,,,,,3464.5,,,,,,,,,,,,,,,,,,
United_Kingdom,C0502G1,C0502G,1/6/1986,54.3867778,-3.448993579,Grass,134,,,,,,,,,,,,,,,,,,,,,1393.4,,,,,,,,,,,,,,,,,,
United_Kingdom,C0503G1,C0503G,1/6/1986,54.95763884,-2.98534135,Grass,73,,,,,,,,,,,,,,,,,,,,,602.5,,,,,,,,,,,,,,,,,,
United_Kingdom,C0504G1,C0504G,1/6/1986,54.78243904,-3.432008084,Grass,169,,,,,,,,,,,,,,,,,,,,,1347.4,,,,,,,,,,,,,,,,,,
United_Kingdom,C0505G1,C0505G,1/6/1986,54.89621668,-2.781136621,Grass,117,,,,,,,,,,,,,,,,,,,,,1086.5,,,,,,,,,,,,,,,,,,
United_Kingdom,C0506G1,C0506G,1/6/1986,54.81079572,-3.308526445,Grass,41,,,,,,,,,,,,,,,,,,,,,1591,,,,,,,,,,,,,,,,,,
United_Kingdom,C0507G1,C0507G,1/6/1986,54.92317303,-2.781658937,Grass,49,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,
United_Kingdom,C0508G1,C0508G,1/6/1986,54.78679672,-2.996732469,Grass,95,,,,,,,,,,,,,,,,,,,,,320.9,,,,,,,,,,,,,,,,,,
United_Kingdom,C0509G1,C0509G,1/6/1986,54.83172209,-2.997839283,Grass,63,,,,,,,,,,,,,,,,,,,,,1069.2,,,,,,,,,,,,,,,,,,
United_Kingdom,C0510G1,C0510G,1/6/1986,54.80164293,-3.323787591,Grass,66,,,,,,,,,,,,,,,,,,,,,1002.2,,,,,,,,,,,,,,,,,,
United_Kingdom,C0511G1,C0511G,1/6/1986,54.83824268,-3.262701596,Grass,79,,,,,,,,,,,,,,,,,,,,,252.7,,,,,,,,,,,,,,,,,,
United_Kingdom,C0512G1,C0512G,1/6/1986,54.79590862,-2.981402557,Grass,58,,,,,,,,,,,,,,,,,,,,,287.5,,,,,,,,,,,,,,,,,,
United_Kingdom,C0514G1,C0514G,1/6/1986,54.95950058,-2.719896403,Grass,75,,,,,,,,,,,,,,,,,,,,,186.8,,,,,,,,,,,,,,,,,,
United_Kingdom,C0515G1,C0515G,1/6/1986,54.89408799,-3.061749018,Grass,55,,,,,,,,,,,,,,,,,,,,,854.7,,,,,,,,,,,,,,,,,,
United_Kingdom,C0516G1,C0516G,1/6/1986,54.85996531,-2.82717117,Grass,102,,,,,,,,,,,,,,,,,,,,,429.3,,,,,,,,,,,,,,,,,,
United_Kingdom,C0517G1,C0517G,1/6/1986,54.76501287,-3.384763269,Grass,97,,,,,,,,,,,,,,,,,,,,,1582.9,,,,,,,,,,,,,,,,,,
United_Kingdom,C0518G1,C0518G,1/6/1986,54.82260813,-3.013178933,Grass,97,,,,,,,,,,,,,,,,,,,,,325.1,,,,,,,,,,,,,,,,,,
United_Kingdom,C0519G1,C0519G,1/6/1986,54.49242722,-3.622566171,Grass,69,,,,,,,,,,,,,,,,,,,,,2314.8,,,,,,,,,,,,,,,,,,
United_Kingdom,C0520G1,C0520G,1/6/1986,54.11063118,-3.225184945,Grass,235,,,,,,,,,,,,,,,,,,,,,4493.2,,,,,,,,,,,,,,,,,,
United_Kingdom,C0601G1,C0601G,1/6/1986,54.50261855,-3.530307877,Grass,95,,,,,,,,,,,,,,,,,,,,,2810.7,,,,,,,,,,,,,,,,,,
United_Kingdom,C0602G1,C0602G,1/6/1986,54.78496766,-3.198839203,Grass,127,,,,,,,,,,,,,,,,,,,,,608.6,,,,,,,,,,,,,,,,,,
United_Kingdom,C0603G1,C0603G,1/6/1986,54.66636513,-3.365899045,Grass,44,,,,,,,,,,,,,,,,,,,,,775.8,,,,,,,,,,,,,,,,,,
United_Kingdom,C0604G1,C0604G,1/6/1986,54.50242213,-3.545744065,Grass,186,,,,,,,,,,,,,,,,,,,,,4737,,,,,,,,,,,,,,,,,,
United_Kingdom,C0605G1,C0605G,1/6/1986,55.0025631,-2.986442469,Grass,131,,,,,,,,,,,,,,,,,,,,,231.3,,,,,,,,,,,,,,,,,,
United_Kingdom,C0606G1,C0606G,1/6/1986,54.66601158,-3.396897573,Grass,74,,,,,,,,,,,,,,,,,,,,,3342.7,,,,,,,,,,,,,,,,,,
United_Kingdom,C0607G1,C0607G,1/6/1986,54.1377423,-3.210678386,Grass,232,,,,,,,,,,,,,,,,,,,,,7828.7,,,,,,,,,,,,,,,,,,
United_Kingdom,C0608G1,C0608G,1/6/1986,54.8033889,-3.152712547,Grass,122,,,,,,,,,,,,,,,,,,,,,522.6,,,,,,,,,,,,,,,,,,
United_Kingdom,C0609G1,C0609G,1/6/1986,54.83256895,-2.888882957,Grass,76,,,,,,,,,,,,,,,,,,,,,545,,,,,,,,,,,,,,,,,,
United_Kingdom,C0610G1,C0610G,1/6/1986,54.97548095,-3.0014018,Grass,43,,,,,,,,,,,,,,,,,,,,,585.4,,,,,,,,,,,,,,,,,,
United_Kingdom,C0611G1,C0611G,1/6/1986,54.16691463,-2.96645192,Grass,190,,,,,,,,,,,,,,,,,,,,,1077.8,,,,,,,,,,,,,,,,,,
United_Kingdom,C0612G1,C0612G,1/6/1986,54.93954157,-3.000508199,Grass,80,,,,,,,,,,,,,,,,,,,,,1443.2,,,,,,,,,,,,,,,,,,
United_Kingdom,C0613G1,C0613G,1/6/1986,54.48465114,-3.529636654,Grass,130,,,,,,,,,,,,,,,,,,,,,3190.8,,,,,,,,,,,,,,,,,,
United_Kingdom,C0614G1,C0614G,1/6/1986,54.8199466,-3.2932584,Grass,33,,,,,,,,,,,,,,,,,,,,,626.2,,,,,,,,,,,,,,,,,,
United_Kingdom,C0615G1,C0615G,1/6/1986,54.89579964,-2.843498033,Grass,117,,,,,,,,,,,,,,,,,,,,,127.9,,,,,,,,,,,,,,,,,,
United_Kingdom,C0616G1,C0616G,1/6/1986,54.79299415,-3.292397681,Grass,79,,,,,,,,,,,,,,,,,,,,,936.6,,,,,,,,,,,,,,,,,,
United_Kingdom,C0617G1,C0617G,1/6/1986,54.41852047,-2.972363176,Grass,176,,,,,,,,,,,,,,,,,,,,,636.4,,,,,,,,,,,,,,,,,,
United_Kingdom,C0618G1,C0618G,1/6/1986,54.22153502,-2.875703324,Grass,86,,,,,,,,,,,,,,,,,,,,,932.3,,,,,,,,,,,,,,,,,,
United_Kingdom,C0619G1,C0619G,1/6/1986,54.65514157,-3.551537214,Grass,158,,,,,,,,,,,,,,,,,,,,,5596.3,,,,,,,,,,,,,,,,,,
United_Kingdom,C0620G1,C0620G,1/6/1986,54.83063455,-3.122353384,Grass,69,,,,,,,,,,,,,,,,,,,,,764.8,,,,,,,,,,,,,,,,,,
United_Kingdom,C0702G1,C0702G,1/6/1986,54.13727176,-3.256584738,Grass,598,,,,,,,,,,,,,,,,,,,,,11155.5,,,,,,,,,,,,,,,,,,
United_Kingdom,C0703G1,C0703G,1/6/1986,54.91860375,-3.312023293,Grass,277,,,,,,,,,,,,,,,,,,,,,1215.4,,,,,,,,,,,,,,,,,,
United_Kingdom,C0704G1,C0704G,1/6/1986,54.2310544,-2.799201005,Grass,133,,,,,,,,,,,,,,,,,,,,,350.7,,,,,,,,,,,,,,,,,,
United_Kingdom,C0706G1,C0706G,1/6/1986,54.20221916,-3.043927493,Grass,81,,,,,,,,,,,,,,,,,,,,,4120,,,,,,,,,,,,,,,,,,
United_Kingdom,C0709G1,C0709G,1/6/1986,54.86486708,-3.294696116,Grass,70,,,,,,,,,,,,,,,,,,,,,991.3,,,,,,,,,,,,,,,,,,
United_Kingdom,C0711G1,C0711G,1/6/1986,54.15524229,-3.257129182,Grass,298,,,,,,,,,,,,,,,,,,,,,8077.9,,,,,,,,,,,,,,,,,,
United_Kingdom,C0712G1,C0712G,1/6/1986,54.92960862,-3.109502265,Grass,155,,,,,,,,,,,,,,,,,,,,,1379.2,,,,,,,,,,,,,,,,,,
United_Kingdom,C0713G1,C0713G,1/6/1986,54.17552307,-3.012613929,Grass,139,,,,,,,,,,,,,,,,,,,,,522.7,,,,,,,,,,,,,,,,,,
United_Kingdom,C0714G1,C0714G,1/6/1986,54.09281494,-3.209369466,Grass,296,,,,,,,,,,,,,,,,,,,,,6035.9,,,,,,,,,,,,,,,,,,
United_Kingdom,C0715G1,C0715G,1/6/1986,54.17660351,-2.874753534,Grass,170,,,,,,,,,,,,,,,,,,,,,396.8,,,,,,,,,,,,,,,,,,
United_Kingdom,C0717G1,C0717G,1/6/1986,54.13711103,-3.271886561,Grass,397,,,,,,,,,,,,,,,,,,,,,10088.9,,,,,,,,,,,,,,,,,,
United_Kingdom,C0719G1,C0719G,1/6/1986,54.50120229,-3.638357207,Grass,119,,,,,,,,,,,,,,,,,,,,,5938,,,,,,,,,,,,,,,,,,
United_Kingdom,C0720G1,C0720G,1/6/1986,54.22917666,-3.044607802,Grass,73,,,,,,,,,,,,,,,,,,,,,1232.7,,,,,,,,,,,,,,,,,,
United_Kingdom,C0723G1,C0723G,1/6/1986,54.88232759,-3.342020136,Grass,112,,,,,,,,,,,,,,,,,,,,,3263.2,,,,,,,,,,,,,,,,,,
United_Kingdom,C0801G1,C0801G,1/6/1986,54.34240128,-3.40128224,Grass,234,,,,,,,,,,,,,,,,,,,,,10061,,,,,,,,,,,,,,,,,,
United_Kingdom,C0803G1,C0803G,1/6/1986,54.12812579,-3.271611253,Grass,722,,,,,,,,,,,,,,,,,,,,,8267.6,,,,,,,,,,,,,,,,,,
United_Kingdom,C0805G1,C0805G,1/6/1986,54.75530365,-3.446589317,Grass,390,,,,,,,,,,,,,,,,,,,,,5808.9,,,,,,,,,,,,,,,,,,
United_Kingdom,C0806G1,C0806G,1/6/1986,54.70045194,-3.522229116,Grass,214,,,,,,,,,,,,,,,,,,,,,6773.5,,,,,,,,,,,,,,,,,,
United_Kingdom,C0807G1,C0807G,1/6/1986,54.27016507,-3.429542433,Grass,137,,,,,,,,,,,,,,,,,,,,,2360.5,,,,,,,,,,,,,,,,,,
United_Kingdom,C0808G1,C0808G,1/6/1986,54.08335982,-3.254954972,Grass,427,,,,,,,,,,,,,,,,,,,,,7098.6,,,,,,,,,,,,,,,,,,
United_Kingdom,C0809G1,C0809G,1/6/1986,54.6914685,-3.521892737,Grass,124,,,,,,,,,,,,,,,,,,,,,1549.9,,,,,,,,,,,,,,,,,,
United_Kingdom,C0810G1,C0810G,1/6/1986,54.16454348,-3.226777658,Grass,253,,,,,,,,,,,,,,,,,,,,,8727,,,,,,,,,,,,,,,,,,
United_Kingdom,C0811G1,C0811G,1/6/1986,54.36037014,-3.401893947,Grass,256,,,,,,,,,,,,,,,,,,,,,10812.3,,,,,,,,,,,,,,,,,,
United_Kingdom,C0812G1,C0812G,1/6/1986,54.48344391,-3.622210371,Grass,144,,,,,,,,,,,,,,,,,,,,,6022.5,,,,,,,,,,,,,,,,,,
United_Kingdom,C0813G1,C0813G,1/6/1986,54.14641588,-3.241551603,Grass,472,,,,,,,,,,,,,,,,,,,,,10569.9,,,,,,,,,,,,,,,,,,
United_Kingdom,C0814G1,C0814G,1/6/1986,54.19468654,-2.859808131,Grass,60,,,,,,,,,,,,,,,,,,,,,621.7,,,,,,,,,,,,,,,,,,
United_Kingdom,C0815G1,C0815G,1/6/1986,54.19309953,-3.059024612,Grass,228,,,,,,,,,,,,,,,,,,,,,3954.7,,,,,,,,,,,,,,,,,,
United_Kingdom,C0816G1,C0816G,1/6/1986,54.06554743,-3.239137356,Grass,113,,,,,,,,,,,,,,,,,,,,,3374.6,,,,,,,,,,,,,,,,,,
United_Kingdom,C0817G1,C0817G,1/6/1986,54.17626089,-2.920707998,Grass,240,,,,,,,,,,,,,,,,,,,,,886.2,,,,,,,,,,,,,,,,,,
United_Kingdom,C0818G1,C0818G,1/6/1986,54.7277883,-3.492195724,Grass,171,,,,,,,,,,,,,,,,,,,,,5510.3,,,,,,,,,,,,,,,,,,
United_Kingdom,C0819G1,C0819G,1/6/1986,54.44832214,-3.559128079,Grass,89,,,,,,,,,,,,,,,,,,,,,2095.2,,,,,,,,,,,,,,,,,,
United_Kingdom,C0820G1,C0820G,1/6/1986,54.24374848,-3.382589405,Grass,126,,,,,,,,,,,,,,,,,,,,,1144.3,,,,,,,,,,,,,,,,,,
United_Kingdom,C0821G1,C0821G,1/6/1986,54.22206797,-2.799027386,Grass,74,,,,,,,,,,,,,,,,,,,,,419.9,,,,,,,,,,,,,,,,,,
United_Kingdom,C0825G1,C0825G,1/6/1986,54.17499223,-3.073882173,Grass,175,,,,,,,,,,,,,,,,,,,,,2051.5,,,,,,,,,,,,,,,,,,
United_Kingdom,C0901G1,C0901G,1/6/1986,54.44756797,-2.664619714,Grass,82,,,,,,,,,,,,,,,,,,,,,2277.3,,,,,,,,,,,,,,,,,,
United_Kingdom,C0902G1,C0902G,1/6/1986,54.36205935,-3.248047994,Grass,125,,,,,,,,,,,,,,,,,,,,,11196.1,,,,,,,,,,,,,,,,,,
United_Kingdom,C0903G1,C0903G,1/6/1986,54.61644904,-2.94610669,Grass,78,,,,,,,,,,,,,,,,,,,,,1278.2,,,,,,,,,,,,,,,,,,
United_Kingdom,C0904G1,C0904G,1/6/1986,54.43070012,-2.417707133,Grass,170,,,,,,,,,,,,,,,,,,,,,1255.6,,,,,,,,,,,,,,,,,,
United_Kingdom,C0905G1,C0905G,1/6/1986,54.5535502,-2.944649896,Grass,34,,,,,,,,,,,,,,,,,,,,,1361.4,,,,,,,,,,,,,,,,,,
United_Kingdom,C0906G1,C0906G,1/6/1986,54.26000116,-2.400627698,Grass,36,,,,,,,,,,,,,,,,,,,,,647.9,,,,,,,,,,,,,,,,,,
United_Kingdom,C0910G1,C0910G,1/6/1986,54.43543577,-3.096102501,Grass,103,,,,,,,,,,,,,,,,,,,,,5075.9,,,,,,,,,,,,,,,,,,
United_Kingdom,C0911G1,C0911G,1/6/1986,54.38513558,-2.571222488,Grass,41,,,,,,,,,,,,,,,,,,,,,2133.2,,,,,,,,,,,,,,,,,,
United_Kingdom,C0912G1,C0912G,1/6/1986,54.41976633,-2.802869089,Grass,44,,,,,,,,,,,,,,,,,,,,,2657.4,,,,,,,,,,,,,,,,,,
United_Kingdom,C0913G1,C0913G,1/6/1986,54.54480204,-2.913530962,Grass,28,,,,,,,,,,,,,,,,,,,,,1659,,,,,,,,,,,,,,,,,,
United_Kingdom,C0914G1,C0914G,1/6/1986,54.59533884,-3.28612922,Grass,100,,,,,,,,,,,,,,,,,,,,,8247.4,,,,,,,,,,,,,,,,,,
United_Kingdom,C0916G1,C0916G,1/6/1986,54.29867914,-3.292229485,Grass,238,,,,,,,,,,,,,,,,,,,,,10468.6,,,,,,,,,,,,,,,,,,
United_Kingdom,C0915G1,C0915G,1/6/1986,54.5449178,-2.898075155,Grass,118,,,,,,,,,,,,,,,,,,,,,2322,,,,,,,,,,,,,,,,,,
United_Kingdom,C0917G1,C0917G,1/6/1986,54.25067281,-2.49262334,Grass,206,,,,,,,,,,,,,,,,,,,,,6395.3,,,,,,,,,,,,,,,,,,
United_Kingdom,C0918G1,C0918G,1/6/1986,54.40819624,-3.126190139,Grass,56,,,,,,,,,,,,,,,,,,,,,4888.3,,,,,,,,,,,,,,,,,,
United_Kingdom,C0919G1,C0919G,1/6/1986,54.44560079,-2.957583808,Grass,101,,,,,,,,,,,,,,,,,,,,,1935.5,,,,,,,,,,,,,,,,,,
United_Kingdom,C0920G1,C0920G,1/6/1986,54.34926077,-2.555340142,Grass,95,,,,,,,,,,,,,,,,,,,,,3014.3,,,,,,,,,,,,,,,,,,
United_Kingdom,C1001G1,C1001G,1/6/1986,54.52106706,-2.23324339,Grass,83,,,,,,,,,,,,,,,,,,,,,940,,,,,,,,,,,,,,,,,,
United_Kingdom,C1002G1,C1002G,1/6/1986,54.44899894,-2.309941488,Grass,107,,,,,,,,,,,,,,,,,,,,,409.6,,,,,,,,,,,,,,,,,,
United_Kingdom,C1003G1,C1003G,1/6/1986,54.28674221,-2.462331637,Grass,41,,,,,,,,,,,,,,,,,,,,,617.5,,,,,,,,,,,,,,,,,,
United_Kingdom,C1004G1,C1004G,1/6/1986,54.76320114,-2.421126149,Grass,98,,,,,,,,,,,,,,,,,,,,,467.5,,,,,,,,,,,,,,,,,,
United_Kingdom,C1005G1,C1005G,1/6/1986,54.56136882,-3.084013681,Grass,60,,,,,,,,,,,,,,,,,,,,,1183.4,,,,,,,,,,,,,,,,,,
United_Kingdom,C1006G1,C1006G,1/6/1986,54.57221068,-2.852269231,Grass,30,,,,,,,,,,,,,,,,,,,,,844.6,,,,,,,,,,,,,,,,,,
United_Kingdom,C1007G1,C1007G,1/6/1986,54.38382167,-2.802167144,Grass,89,,,,,,,,,,,,,,,,,,,,,2910,,,,,,,,,,,,,,,,,,
United_Kingdom,C1008G1,C1008G,1/6/1986,54.65093811,-3.117394701,Grass,119,,,,,,,,,,,,,,,,,,,,,2115.5,,,,,,,,,,,,,,,,,,
United_Kingdom,C1009G1,C1009G,1/6/1986,54.50122205,-2.711815292,Grass,185,,,,,,,,,,,,,,,,,,,,,727.3,,,,,,,,,,,,,,,,,,
United_Kingdom,C1010G1,C1010G,1/6/1986,54.41209539,-2.571597349,Grass,64,,,,,,,,,,,,,,,,,,,,,1007.6,,,,,,,,,,,,,,,,,,
United_Kingdom,C1011G1,C1011G,1/6/1986,54.55401734,-2.88281331,Grass,79,,,,,,,,,,,,,,,,,,,,,1540.9,,,,,,,,,,,,,,,,,,
United_Kingdom,C1012G1,C1012G,1/6/1986,54.25994915,-2.415978298,Grass,66,,,,,,,,,,,,,,,,,,,,,1433.2,,,,,,,,,,,,,,,,,,
United_Kingdom,C1013G1,C1013G,1/6/1986,54.8079611,-2.468266263,Grass,206,,,,,,,,,,,,,,,,,,,,,218.6,,,,,,,,,,,,,,,,,,
United_Kingdom,C1014G1,C1014G,1/6/1986,54.43557467,-3.080688742,Grass,34,,,,,,,,,,,,,,,,,,,,,3113.4,,,,,,,,,,,,,,,,,,
United_Kingdom,C1015G1,C1015G,1/6/1986,54.78045893,-2.592329696,Grass,133,,,,,,,,,,,,,,,,,,,,,440.2,,,,,,,,,,,,,,,,,,
United_Kingdom,C1016G1,C1016G,1/6/1986,54.73552876,-2.591673783,Grass,153,,,,,,,,,,,,,,,,,,,,,347.7,,,,,,,,,,,,,,,,,,
United_Kingdom,C1018G1,C1018G,1/6/1986,54.5951734,-3.301602089,Grass,86,,,,,,,,,,,,,,,,,,,,,6672.9,,,,,,,,,,,,,,,,,,
United_Kingdom,C1020G1,C1020G,1/6/1986,54.32314141,-2.324368391,Grass,120,,,,,,,,,,,,,,,,,,,,,1529.3,,,,,,,,,,,,,,,,,,
United_Kingdom,C1102G1,C1102G,1/6/1986,54.31285427,-2.647075213,Grass,123,,,,,,,,,,,,,,,,,,,,,2136.9,,,,,,,,,,,,,,,,,,
United_Kingdom,C1103G1,C1103G,1/6/1986,54.61330779,-3.286695937,Grass,75,,,,,,,,,,,,,,,,,,,,,3517.6,,,,,,,,,,,,,,,,,,
United_Kingdom,C1104G1,C1104G,1/6/1986,54.50148596,-2.66549469,Grass,80,,,,,,,,,,,,,,,,,,,,,2486.7,,,,,,,,,,,,,,,,,,
United_Kingdom,C1105G1,C1105G,1/6/1986,54.25530025,-3.137368962,Grass,314,,,,,,,,,,,,,,,,,,,,,6074.4,,,,,,,,,,,,,,,,,,
United_Kingdom,C1106G1,C1106G,1/6/1986,54.42181604,-2.386793679,Grass,174,,,,,,,,,,,,,,,,,,,,,1135.3,,,,,,,,,,,,,,,,,,
United_Kingdom,C1107G1,C1107G,1/6/1986,54.56311497,-2.86754467,Grass,67,,,,,,,,,,,,,,,,,,,,,467.8,,,,,,,,,,,,,,,,,,
United_Kingdom,C1108G1,C1108G,1/6/1986,54.46781929,-3.436426346,Grass,157,,,,,,,,,,,,,,,,,,,,,12370.1,,,,,,,,,,,,,,,,,,
United_Kingdom,C1109G1,C1109G,1/6/1986,54.27698912,-2.631155304,Grass,104,,,,,,,,,,,,,,,,,,,,,2729.3,,,,,,,,,,,,,,,,,,
United_Kingdom,C1110G1,C1110G,1/6/1986,54.53743101,-2.666079615,Grass,82,,,,,,,,,,,,,,,,,,,,,105.7,,,,,,,,,,,,,,,,,,
United_Kingdom,C1111G1,C1111G,1/6/1986,54.50874159,-2.928170748,Grass,57,,,,,,,,,,,,,,,,,,,,,1718.8,,,,,,,,,,,,,,,,,,
United_Kingdom,C1112G1,C1112G,1/6/1986,54.32788529,-3.06248554,Grass,153,,,,,,,,,,,,,,,,,,,,,2990.9,,,,,,,,,,,,,,,,,,
United_Kingdom,C1113G1,C1113G,1/6/1986,54.34005286,-2.601359151,Grass,96,,,,,,,,,,,,,,,,,,,,,2928.5,,,,,,,,,,,,,,,,,,
United_Kingdom,C1114G1,C1114G,1/6/1986,54.29566922,-2.477796119,Grass,24,,,,,,,,,,,,,,,,,,,,,2798.2,,,,,,,,,,,,,,,,,,
United_Kingdom,C1115G1,C1115G,1/6/1986,54.35497662,-3.047797403,Grass,110,,,,,,,,,,,,,,,,,,,,,5655.5,,,,,,,,,,,,,,,,,,
United_Kingdom,C1116G1,C1116G,1/6/1986,54.76284142,-2.514367613,Grass,146,,,,,,,,,,,,,,,,,,,,,470.7,,,,,,,,,,,,,,,,,,
United_Kingdom,C1117G1,C1117G,1/6/1986,54.74933242,-3.166712703,Grass,137,,,,,,,,,,,,,,,,,,,,,2584.6,,,,,,,,,,,,,,,,,,
United_Kingdom,C1119G1,C1119G,1/6/1986,54.40136878,-2.864126677,Grass,132,,,,,,,,,,,,,,,,,,,,,3307.4,,,,,,,,,,,,,,,,,,
United_Kingdom,C1120G1,C1120G,1/6/1986,54.73151144,-3.15067073,Grass,133,,,,,,,,,,,,,,,,,,,,,542.4,,,,,,,,,,,,,,,,,,
United_Kingdom,C1201G1,C1201G,1/6/1986,54.49402164,-3.49910601,Grass,225,,,,,,,,,,,,,,,,,,,,,12077.5,,,,,,,,,,,,,,,,,,
United_Kingdom,C1202G1,C1202G,1/6/1986,54.67934719,-2.947569124,Grass,91,,,,,,,,,,,,,,,,,,,,,724,,,,,,,,,,,,,,,,,,
United_Kingdom,C1203G1,C1203G,1/6/1986,55.05003282,-2.596303629,Grass,123,,,,,,,,,,,,,,,,,,,,,940.8,,,,,,,,,,,,,,,,,,
United_Kingdom,C1204G1,C1204G,1/6/1986,54.44140757,-3.389240819,Grass,328,,,,,,,,,,,,,,,,,,,,,7225.7,,,,,,,,,,,,,,,,,,
United_Kingdom,C1205G1,C1205G,1/6/1986,54.44104906,-3.420068927,Grass,284,,,,,,,,,,,,,,,,,,,,,7268.5,,,,,,,,,,,,,,,,,,
United_Kingdom,C1206G1,C1206G,1/6/1986,54.53878333,-2.341533078,Grass,53,,,,,,,,,,,,,,,,,,,,,378,,,,,,,,,,,,,,,,,,
United_Kingdom,C1207G1,C1207G,1/6/1986,54.40729887,-3.218607549,Grass,69,,,,,,,,,,,,,,,,,,,,,6436,,,,,,,,,,,,,,,,,,
United_Kingdom,C1208G1,C1208G,1/6/1986,54.45056826,-3.374127391,Grass,116,,,,,,,,,,,,,,,,,,,,,8508.6,,,,,,,,,,,,,,,,,,
United_Kingdom,C1209G1,C1209G,1/6/1986,54.57947685,-3.06902269,Grass,61,,,,,,,,,,,,,,,,,,,,,2403.4,,,,,,,,,,,,,,,,,,
United_Kingdom,C1210G1,C1210G,1/6/1986,55.03248524,-2.502172255,Grass,132,,,,,,,,,,,,,,,,,,,,,1063.3,,,,,,,,,,,,,,,,,,
United_Kingdom,C1211G1,C1211G,1/6/1986,55.04088987,-2.627464647,Grass,141,,,,,,,,,,,,,,,,,,,,,782.5,,,,,,,,,,,,,,,,,,
United_Kingdom,C1212G1,C1212G,1/6/1986,55.06829483,-2.533938881,Grass,141,,,,,,,,,,,,,,,,,,,,,1223,,,,,,,,,,,,,,,,,,
United_Kingdom,C1213G1,C1213G,1/6/1986,54.47469294,-2.63419634,Grass,74,,,,,,,,,,,,,,,,,,,,,1859,,,,,,,,,,,,,,,,,,
United_Kingdom,C1214G1,C1214G,1/6/1986,54.50196055,-2.572851364,Grass,191,,,,,,,,,,,,,,,,,,,,,470.9,,,,,,,,,,,,,,,,,,
United_Kingdom,C1215G1,C1215G,1/6/1986,55.03190431,-2.627324184,Grass,210,,,,,,,,,,,,,,,,,,,,,423.2,,,,,,,,,,,,,,,,,,
United_Kingdom,C1216G1,C1216G,1/6/1986,54.5255653,-3.06761338,Grass,69,,,,,,,,,,,,,,,,,,,,,2040.6,,,,,,,,,,,,,,,,,,
United_Kingdom,C1217G1,C1217G,1/6/1986,54.44547758,-2.973001929,Grass,87,,,,,,,,,,,,,,,,,,,,,1024.9,,,,,,,,,,,,,,,,,,
United_Kingdom,C1218G1,C1218G,1/6/1986,55.01401275,-2.611406751,Grass,190,,,,,,,,,,,,,,,,,,,,,664.6,,,,,,,,,,,,,,,,,,
United_Kingdom,C1219G1,C1219G,1/6/1986,54.43661506,-2.957374147,Grass,40,,,,,,,,,,,,,,,,,,,,,1979.6,,,,,,,,,,,,,,,,,,
United_Kingdom,C1220G1,C1220G,1/6/1986,54.41564613,-3.280496275,Grass,38,,,,,,,,,,,,,,,,,,,,,10484.1,,,,,,,,,,,,,,,,,,
United_Kingdom,C1301G1,C1301G,1/6/1986,54.8530631,-2.422062277,Grass,160,,,,,,,,,,,,,,,,,,,,,1212.7,,,,,,,,,,,,,,,,,,
United_Kingdom,C1302G1,C1302G,1/6/1986,54.79864987,-2.545931722,Grass,145,,,,,,,,,,,,,,,,,,,,,1246,,,,,,,,,,,,,,,,,,
United_Kingdom,C1303G1,C1303G,1/6/1986,54.64666539,-2.326941147,Grass,77,,,,,,,,,,,,,,,,,,,,,688.2,,,,,,,,,,,,,,,,,,
